city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Chennai,Tamil Nadu,12.911029,80.118892,3,Friday,0,highway,5,0,clear,high,22,low,overspeeding,minor,4,0,0,0.1
Mumbai,Maharashtra,18.821073,72.815852,6,Thursday,0,urban,3,0,clear,high,23,low,distraction,major,5,2,0,0.1
Pune,Maharashtra,18.621806,73.947267,21,Monday,0,highway,4,0,clear,high,37,medium,distraction,fatal,2,2,0,0.3
Delhi,Delhi,28.735184,77.171537,2,Friday,0,urban,4,0,clear,high,29,low,poor road,fatal,4,4,0,0.3
Kolkata,West Bengal,22.4946,88.449496,3,Sunday,1,rural,4,0,fog,low,31,low,poor road,minor,5,1,0,0.45
Pune,Maharashtra,18.573772,73.977916,3,Friday,0,urban,4,1,fog,low,32,low,poor road,minor,1,0,0,0.45
Mumbai,Maharashtra,19.148852,72.844626,16,Friday,0,urban,6,1,fog,low,24,medium,poor road,fatal,2,2,0,0.65
Pune,Maharashtra,18.426089,73.765805,23,Friday,0,urban,3,1,fog,low,24,high,drunk driving,minor,2,0,0,0.65
Kolkata,West Bengal,22.680274,88.321492,23,Tuesday,0,rural,6,0,rain,low,23,high,poor road,minor,3,0,0,0.65
Hyderabad,Telangana,17.484231,78.557292,21,Friday,0,urban,3,1,clear,high,36,medium,weather,minor,4,1,0,0.1
Delhi,Delhi,28.86103,76.85316,20,Friday,0,urban,1,1,clear,high,33,high,weather,minor,1,1,0,0.3
Chandigarh,Punjab,30.673102,76.729035,6,Tuesday,0,urban,2,1,rain,low,35,high,weather,minor,4,4,0,0.65
Pune,Maharashtra,18.504583,73.968261,6,Tuesday,0,urban,2,0,clear,high,25,high,drunk driving,major,2,1,0,0.3
Mumbai,Maharashtra,18.895689,72.707574,9,Friday,0,urban,4,1,fog,low,25,high,overspeeding,minor,3,1,1,0.8
Kolkata,West Bengal,22.643783,88.382609,17,Saturday,1,highway,4,0,fog,low,38,medium,distraction,minor,2,0,1,0.6
Delhi,Delhi,28.872777,77.016561,3,Friday,0,urban,2,1,rain,medium,15,low,drunk driving,major,2,1,0,0.25
Pune,Maharashtra,18.643296,73.945547,20,Sunday,1,rural,1,1,fog,low,23,medium,poor road,minor,1,0,0,0.45
Mumbai,Maharashtra,19.06799,72.990873,10,Monday,0,highway,3,1,rain,low,16,high,poor road,major,4,2,1,0.8
Mumbai,Maharashtra,19.172391,72.96861,11,Wednesday,0,rural,3,1,clear,high,34,low,weather,major,3,1,0,0.1
Pune,Maharashtra,18.616791,73.936007,7,Sunday,1,urban,3,0,rain,low,17,low,drunk driving,minor,4,3,0,0.45
Chennai,Tamil Nadu,13.124099,80.290357,3,Monday,0,highway,5,1,rain,medium,24,low,weather,major,3,2,0,0.25
Bangalore,Karnataka,13.048168,77.623274,11,Sunday,1,urban,3,1,clear,high,16,medium,distraction,fatal,2,2,0,0.3
Mumbai,Maharashtra,19.221989,72.75565,20,Monday,0,urban,6,0,fog,low,20,low,overspeeding,fatal,5,5,0,0.65
Chandigarh,Punjab,30.676013,76.86814,19,Tuesday,0,rural,4,0,clear,high,24,high,distraction,minor,4,3,1,0.45
Hyderabad,Telangana,17.258428,78.34627,15,Monday,0,rural,4,1,rain,medium,32,high,drunk driving,minor,4,4,0,0.45
Pune,Maharashtra,18.572701,73.901998,7,Friday,0,rural,5,1,clear,high,25,medium,overspeeding,minor,5,3,0,0.1
Bangalore,Karnataka,12.93007,77.734581,20,Saturday,1,urban,4,1,rain,low,21,medium,weather,minor,2,0,0,0.45
Delhi,Delhi,28.531826,77.004416,4,Monday,0,rural,1,1,rain,medium,27,low,drunk driving,major,4,2,0,0.25
Mumbai,Maharashtra,19.047282,72.842887,11,Tuesday,0,highway,6,0,clear,high,17,high,distraction,minor,4,2,0,0.3
Bangalore,Karnataka,13.064294,77.470715,8,Wednesday,0,urban,1,0,fog,low,33,medium,overspeeding,minor,4,4,1,0.6
Bangalore,Karnataka,12.863622,77.679411,18,Monday,0,urban,4,0,rain,medium,34,high,weather,major,5,5,1,0.6
Pune,Maharashtra,18.621216,73.869174,9,Thursday,0,rural,1,1,clear,high,32,medium,overspeeding,major,4,0,1,0.25
Kolkata,West Bengal,22.59113,88.297156,13,Monday,0,urban,3,0,fog,low,22,low,overspeeding,major,5,4,0,0.45
Kolkata,West Bengal,22.425591,88.382872,16,Friday,0,urban,1,0,fog,low,35,medium,overspeeding,major,3,2,0,0.45
Pune,Maharashtra,18.676668,73.810082,5,Friday,0,rural,3,0,clear,high,32,high,distraction,major,1,1,0,0.3
Kolkata,West Bengal,22.641007,88.305862,12,Wednesday,0,rural,3,0,rain,medium,35,medium,weather,major,1,1,0,0.25
Kolkata,West Bengal,22.662712,88.329325,12,Monday,0,highway,4,0,rain,medium,36,medium,distraction,minor,4,0,0,0.25
Pune,Maharashtra,18.586444,73.781749,5,Thursday,0,rural,3,0,fog,low,34,medium,overspeeding,fatal,3,3,0,0.65
Kolkata,West Bengal,22.679797,88.445174,9,Saturday,1,urban,4,1,fog,low,38,low,weather,minor,4,2,1,0.6
Bangalore,Karnataka,12.980175,77.577002,10,Thursday,0,rural,2,1,clear,high,17,high,overspeeding,minor,5,2,1,0.45
Chandigarh,Punjab,30.681784,76.724811,18,Tuesday,0,rural,1,0,clear,high,36,high,drunk driving,minor,3,2,1,0.45
Hyderabad,Telangana,17.374765,78.222849,14,Thursday,0,urban,6,1,rain,medium,25,medium,overspeeding,minor,1,1,0,0.25
Bangalore,Karnataka,12.972087,77.541116,2,Wednesday,0,highway,1,0,fog,low,20,low,poor road,minor,3,0,0,0.45
Mumbai,Maharashtra,19.01126,72.865934,10,Wednesday,0,urban,2,0,clear,high,36,high,drunk driving,major,2,1,1,0.45
Hyderabad,Telangana,17.594533,78.225647,7,Tuesday,0,urban,1,1,rain,low,39,medium,drunk driving,major,4,1,0,0.45
Mumbai,Maharashtra,19.101199,72.884321,6,Wednesday,0,highway,6,0,fog,low,39,low,weather,fatal,3,3,0,0.65
Hyderabad,Telangana,17.40452,78.401247,21,Sunday,1,highway,3,1,rain,medium,19,medium,poor road,major,3,0,0,0.25
Chandigarh,Punjab,30.772518,76.742946,5,Saturday,1,rural,1,0,clear,high,39,low,weather,minor,1,1,0,0.1
Delhi,Delhi,28.681098,77.185004,17,Thursday,0,urban,5,1,clear,high,39,medium,drunk driving,minor,4,1,1,0.25
Kolkata,West Bengal,22.629967,88.391613,8,Tuesday,0,urban,6,1,fog,low,18,medium,weather,major,5,5,1,0.6
Kolkata,West Bengal,22.597512,88.401456,5,Sunday,1,rural,5,1,clear,high,36,high,poor road,minor,2,0,0,0.3
Chandigarh,Punjab,30.646203,76.755562,5,Saturday,1,urban,4,1,fog,low,29,high,distraction,minor,4,0,0,0.65
Pune,Maharashtra,18.416905,73.874657,6,Monday,0,highway,5,0,rain,low,30,medium,distraction,major,3,1,0,0.45
Chennai,Tamil Nadu,13.192716,80.153085,1,Friday,0,rural,1,1,clear,high,38,low,weather,major,1,1,0,0.1
Delhi,Delhi,28.80763,77.085375,10,Sunday,1,highway,5,1,clear,high,17,high,overspeeding,minor,3,1,1,0.45
Bangalore,Karnataka,12.851074,77.410118,2,Sunday,1,rural,3,1,clear,high,36,low,overspeeding,minor,2,0,0,0.1
Hyderabad,Telangana,17.431287,78.34944,19,Sunday,1,rural,6,1,fog,low,38,high,distraction,minor,3,1,1,0.8
Kolkata,West Bengal,22.565062,88.465277,8,Thursday,0,urban,3,1,fog,low,21,low,overspeeding,minor,3,1,1,0.6
Chennai,Tamil Nadu,13.147494,80.297726,23,Friday,0,highway,2,1,rain,low,24,high,distraction,fatal,4,4,0,0.85
Delhi,Delhi,28.432174,76.953007,10,Wednesday,0,rural,4,1,clear,high,36,high,weather,fatal,1,1,1,0.65
Chennai,Tamil Nadu,12.924246,80.192878,14,Wednesday,0,urban,6,0,rain,medium,35,low,weather,minor,3,1,0,0.25
Kolkata,West Bengal,22.405326,88.436729,2,Sunday,1,highway,4,1,fog,low,36,high,drunk driving,minor,2,1,0,0.65
Bangalore,Karnataka,12.945883,77.701474,22,Sunday,1,urban,6,0,clear,high,23,low,drunk driving,minor,5,2,0,0.1
Mumbai,Maharashtra,18.848355,72.763419,8,Saturday,1,highway,2,0,fog,low,38,high,overspeeding,minor,2,1,1,0.8
Hyderabad,Telangana,17.573687,78.594933,23,Thursday,0,urban,2,1,fog,low,36,low,drunk driving,minor,1,0,0,0.45
Chandigarh,Punjab,30.75015,76.889996,13,Thursday,0,highway,2,0,rain,medium,37,medium,weather,minor,5,0,0,0.25
Delhi,Delhi,28.816487,77.188824,16,Saturday,1,urban,4,1,fog,low,24,medium,drunk driving,fatal,5,5,0,0.65
Kolkata,West Bengal,22.589644,88.435463,8,Friday,0,highway,4,1,rain,low,33,high,drunk driving,major,1,1,1,0.8
Hyderabad,Telangana,17.341389,78.378138,16,Tuesday,0,rural,2,0,fog,low,40,high,distraction,major,1,0,0,0.65
Pune,Maharashtra,18.51899,73.771585,4,Monday,0,rural,5,1,clear,high,32,low,overspeeding,minor,4,1,0,0.1
Chandigarh,Punjab,30.689675,76.784105,5,Wednesday,0,urban,3,0,rain,low,26,high,overspeeding,fatal,4,4,0,0.85
Chandigarh,Punjab,30.746861,76.848298,13,Tuesday,0,rural,3,0,rain,low,40,low,poor road,minor,1,1,0,0.45
Delhi,Delhi,28.454181,77.192036,22,Friday,0,highway,5,0,clear,high,20,medium,poor road,minor,4,0,0,0.1
Hyderabad,Telangana,17.302958,78.348319,12,Friday,0,rural,6,1,rain,low,36,high,poor road,minor,1,0,0,0.65
Mumbai,Maharashtra,18.932894,72.886902,17,Wednesday,0,highway,6,1,rain,low,23,medium,drunk driving,fatal,5,5,1,0.8
Hyderabad,Telangana,17.589016,78.363528,18,Monday,0,rural,5,0,clear,high,30,high,drunk driving,major,1,1,1,0.45
Pune,Maharashtra,18.415241,73.823662,14,Tuesday,0,highway,5,1,fog,low,23,medium,drunk driving,minor,2,0,0,0.45
Chennai,Tamil Nadu,13.123928,80.11579,12,Tuesday,0,highway,6,0,rain,low,26,high,overspeeding,minor,2,0,0,0.65
Bangalore,Karnataka,12.848938,77.764774,6,Wednesday,0,rural,6,1,rain,medium,33,low,overspeeding,minor,1,1,0,0.25
Mumbai,Maharashtra,19.150066,72.816818,3,Monday,0,rural,3,1,rain,medium,40,medium,weather,major,1,0,0,0.25
Hyderabad,Telangana,17.4073,78.244456,20,Monday,0,rural,5,1,fog,low,38,high,overspeeding,major,4,3,0,0.65
Bangalore,Karnataka,13.166357,77.642667,19,Thursday,0,urban,1,1,clear,high,16,medium,poor road,minor,3,0,1,0.25
Chennai,Tamil Nadu,12.860606,80.149442,13,Monday,0,highway,2,0,clear,high,21,medium,distraction,minor,5,5,0,0.1
Pune,Maharashtra,18.625169,73.740608,2,Saturday,1,rural,5,0,clear,high,38,low,poor road,major,1,1,0,0.1
Hyderabad,Telangana,17.499006,78.477642,9,Tuesday,0,rural,3,1,fog,low,33,high,overspeeding,minor,5,4,1,0.8
Chandigarh,Punjab,30.686358,76.75179,1,Thursday,0,highway,3,1,rain,medium,38,medium,poor road,minor,5,0,0,0.25
Delhi,Delhi,28.868616,77.291933,19,Friday,0,highway,3,1,rain,medium,36,low,weather,major,1,0,1,0.4
Pune,Maharashtra,18.643613,73.729168,1,Tuesday,0,urban,1,0,clear,high,40,low,drunk driving,minor,5,2,0,0.1
Chennai,Tamil Nadu,12.918044,80.179627,12,Wednesday,0,highway,4,0,rain,low,19,low,drunk driving,minor,4,0,0,0.45
Delhi,Delhi,28.892456,77.250332,4,Sunday,1,rural,4,1,clear,high,24,low,overspeeding,major,2,0,0,0.1
Delhi,Delhi,28.847992,76.883887,4,Wednesday,0,rural,3,1,fog,low,32,low,overspeeding,minor,4,4,0,0.45
Delhi,Delhi,28.572682,77.05373,6,Friday,0,urban,5,1,clear,high,21,medium,poor road,minor,4,0,0,0.1
Hyderabad,Telangana,17.543412,78.438112,22,Thursday,0,urban,5,1,fog,low,24,low,drunk driving,minor,1,1,0,0.45
Delhi,Delhi,28.43683,76.804644,2,Saturday,1,rural,2,0,clear,high,18,low,overspeeding,minor,5,5,0,0.1
Chandigarh,Punjab,30.702012,76.779394,5,Friday,0,rural,5,0,fog,low,27,low,overspeeding,minor,4,2,0,0.45
Mumbai,Maharashtra,19.259252,72.884674,2,Tuesday,0,urban,3,0,clear,high,35,medium,weather,major,4,1,0,0.1
Chandigarh,Punjab,30.798519,76.786817,0,Monday,0,rural,3,0,clear,high,39,low,poor road,major,1,1,0,0.1
Mumbai,Maharashtra,19.148771,72.735587,22,Saturday,1,highway,1,1,fog,low,37,low,drunk driving,major,4,0,0,0.45
Mumbai,Maharashtra,19.149836,72.869437,16,Saturday,1,urban,4,1,fog,low,32,low,overspeeding,minor,5,1,0,0.45
Delhi,Delhi,28.594073,77.215502,0,Thursday,0,highway,3,0,fog,low,29,low,poor road,minor,1,1,0,0.45
Chennai,Tamil Nadu,13.032,80.297816,12,Sunday,1,highway,2,1,rain,medium,20,high,poor road,minor,4,1,0,0.45
Kolkata,West Bengal,22.430878,88.440067,3,Wednesday,0,highway,3,0,clear,high,16,low,poor road,minor,1,0,0,0.1
Pune,Maharashtra,18.673165,73.854169,20,Thursday,0,rural,6,1,fog,low,36,medium,overspeeding,minor,2,0,0,0.45
Mumbai,Maharashtra,19.100209,72.905476,16,Sunday,1,rural,5,1,fog,low,25,low,drunk driving,major,2,2,0,0.45
Bangalore,Karnataka,12.805636,77.749625,3,Monday,0,urban,5,1,rain,low,32,low,weather,major,3,1,0,0.45
Delhi,Delhi,28.549295,77.267504,13,Saturday,1,highway,6,0,fog,low,30,low,distraction,minor,4,4,0,0.45
Kolkata,West Bengal,22.631129,88.430562,1,Tuesday,0,highway,3,1,rain,low,30,medium,poor road,major,3,3,0,0.45
Delhi,Delhi,28.74796,77.216336,17,Wednesday,0,urban,5,1,fog,low,27,high,weather,minor,3,3,1,0.8
Chennai,Tamil Nadu,13.032946,80.298525,23,Thursday,0,rural,2,0,clear,high,35,medium,weather,minor,3,2,0,0.1
Hyderabad,Telangana,17.431809,78.266637,15,Monday,0,highway,5,0,rain,medium,35,low,poor road,minor,2,2,0,0.25
Chennai,Tamil Nadu,13.161164,80.21271,9,Thursday,0,highway,6,1,rain,low,29,medium,poor road,minor,3,3,1,0.6
Chennai,Tamil Nadu,13.106089,80.162482,12,Saturday,1,highway,5,0,clear,high,36,medium,weather,major,2,0,0,0.1
Pune,Maharashtra,18.436708,73.962504,12,Saturday,1,rural,3,1,clear,high,26,low,drunk driving,major,3,2,0,0.1
Mumbai,Maharashtra,19.197614,72.98405,0,Tuesday,0,urban,6,1,fog,low,19,low,overspeeding,major,3,1,0,0.45
Chandigarh,Punjab,30.71468,76.760658,14,Tuesday,0,highway,6,0,rain,medium,37,high,weather,minor,5,4,0,0.45
Delhi,Delhi,28.643695,76.831019,3,Tuesday,0,rural,6,1,fog,low,23,low,poor road,major,3,1,0,0.45
Chennai,Tamil Nadu,12.99687,80.202554,9,Thursday,0,rural,5,1,rain,medium,19,high,drunk driving,minor,2,1,1,0.6
Mumbai,Maharashtra,19.2639,72.985078,11,Saturday,1,highway,5,0,fog,low,17,high,distraction,major,1,1,0,0.65
Chennai,Tamil Nadu,13.071613,80.151915,18,Wednesday,0,urban,5,1,fog,low,16,high,weather,fatal,4,4,1,1.0
Hyderabad,Telangana,17.490342,78.242328,6,Tuesday,0,highway,1,1,fog,low,21,high,drunk driving,fatal,4,4,0,0.85
Kolkata,West Bengal,22.605971,88.375858,4,Monday,0,highway,4,0,fog,low,22,low,weather,minor,4,0,0,0.45
Hyderabad,Telangana,17.469585,78.523895,23,Saturday,1,urban,5,0,clear,high,17,high,poor road,major,1,0,0,0.3
Bangalore,Karnataka,12.862528,77.475726,8,Friday,0,rural,5,0,fog,low,23,high,overspeeding,minor,2,1,1,0.8
Kolkata,West Bengal,22.432343,88.354026,0,Monday,0,highway,6,0,fog,low,33,medium,weather,major,1,1,0,0.45
Mumbai,Maharashtra,19.213932,72.925277,9,Thursday,0,urban,2,1,clear,high,29,high,poor road,minor,1,1,1,0.45
Mumbai,Maharashtra,18.844484,72.878125,3,Monday,0,rural,5,1,clear,high,20,low,drunk driving,minor,3,1,0,0.1
Bangalore,Karnataka,12.827161,77.782325,22,Saturday,1,rural,4,1,fog,low,23,high,poor road,minor,3,2,0,0.65
Pune,Maharashtra,18.625412,73.824651,5,Saturday,1,rural,1,1,rain,medium,16,low,poor road,minor,2,2,0,0.25
Chennai,Tamil Nadu,12.833404,80.2831,22,Monday,0,highway,2,0,rain,medium,37,medium,weather,major,3,0,0,0.25
Mumbai,Maharashtra,19.22417,72.976958,3,Friday,0,rural,6,1,fog,low,30,medium,distraction,minor,5,0,0,0.45
Bangalore,Karnataka,13.048118,77.551752,1,Wednesday,0,rural,2,0,rain,low,27,low,overspeeding,minor,1,0,0,0.45
Pune,Maharashtra,18.509,73.977572,12,Friday,0,urban,6,1,rain,low,35,high,poor road,minor,4,0,0,0.65
Bangalore,Karnataka,13.029934,77.626395,16,Sunday,1,highway,1,0,clear,high,39,low,weather,minor,1,0,0,0.1
Chennai,Tamil Nadu,13.078486,80.193554,10,Sunday,1,highway,4,0,fog,low,38,high,poor road,fatal,5,5,1,1.0
Hyderabad,Telangana,17.251947,78.557729,13,Wednesday,0,rural,1,1,fog,low,37,high,poor road,fatal,2,2,0,0.85
Pune,Maharashtra,18.64046,73.781779,22,Sunday,1,highway,1,1,clear,high,29,medium,drunk driving,minor,4,2,0,0.1
Chennai,Tamil Nadu,13.051847,80.244627,23,Saturday,1,rural,3,1,clear,high,18,medium,drunk driving,minor,4,3,0,0.1
Mumbai,Maharashtra,19.237616,72.869742,18,Sunday,1,urban,3,1,clear,high,31,high,overspeeding,major,1,1,1,0.45
Pune,Maharashtra,18.524604,73.73057,1,Tuesday,0,urban,6,1,fog,low,23,low,poor road,minor,1,1,0,0.45
Delhi,Delhi,28.439151,77.039791,18,Friday,0,rural,3,1,clear,high,37,high,weather,fatal,2,2,1,0.65
Pune,Maharashtra,18.436365,73.81605,14,Saturday,1,urban,6,0,fog,low,23,high,poor road,minor,3,2,0,0.65
Kolkata,West Bengal,22.683534,88.384379,1,Saturday,1,urban,3,1,rain,low,15,medium,drunk driving,minor,4,2,0,0.45
Pune,Maharashtra,18.441292,73.788501,3,Friday,0,highway,6,0,rain,low,40,medium,poor road,major,1,0,0,0.45
Hyderabad,Telangana,17.45514,78.428368,8,Monday,0,rural,6,1,clear,high,27,high,poor road,major,2,1,1,0.45
Pune,Maharashtra,18.634149,73.93628,19,Monday,0,highway,1,1,clear,high,23,high,drunk driving,minor,1,1,1,0.45
Hyderabad,Telangana,17.428988,78.525129,19,Monday,0,highway,4,0,clear,high,34,high,distraction,minor,1,0,1,0.45
Chennai,Tamil Nadu,12.956928,80.145248,22,Saturday,1,urban,6,1,rain,medium,20,low,weather,major,1,1,0,0.25
Delhi,Delhi,28.532058,76.975581,17,Thursday,0,urban,4,1,fog,low,34,high,weather,fatal,2,2,1,1.0
Chandigarh,Punjab,30.614109,76.722074,14,Saturday,1,urban,6,1,fog,low,30,high,weather,minor,1,0,0,0.65
Bangalore,Karnataka,12.847203,77.541176,11,Sunday,1,rural,1,1,clear,high,29,high,drunk driving,minor,3,2,0,0.3
Chennai,Tamil Nadu,12.913429,80.231224,15,Tuesday,0,highway,2,1,rain,low,21,medium,weather,minor,3,0,0,0.45
Delhi,Delhi,28.575898,76.957831,9,Tuesday,0,rural,5,1,clear,high,18,low,poor road,fatal,3,3,1,0.45
Hyderabad,Telangana,17.267279,78.271789,7,Sunday,1,highway,1,1,clear,high,31,medium,poor road,fatal,2,2,0,0.3
Mumbai,Maharashtra,19.039141,72.904535,3,Sunday,1,urban,5,1,clear,high,26,low,poor road,minor,4,4,0,0.1
Chennai,Tamil Nadu,13.020627,80.14898,11,Saturday,1,rural,4,1,fog,low,30,high,distraction,major,5,4,0,0.65
Pune,Maharashtra,18.556644,73.981995,5,Sunday,1,urban,3,1,clear,high,36,low,poor road,minor,1,0,0,0.1
Kolkata,West Bengal,22.520777,88.30535,6,Monday,0,urban,1,0,clear,high,21,high,overspeeding,minor,4,0,0,0.3
Kolkata,West Bengal,22.679524,88.427428,12,Thursday,0,rural,5,1,fog,low,25,low,overspeeding,minor,5,5,0,0.45
Delhi,Delhi,28.463702,76.939592,9,Wednesday,0,urban,3,1,clear,high,34,medium,drunk driving,minor,5,4,1,0.25
Chandigarh,Punjab,30.728874,76.808322,3,Monday,0,urban,4,1,clear,high,33,low,drunk driving,minor,3,3,0,0.1
Kolkata,West Bengal,22.482832,88.296792,22,Friday,0,rural,2,0,clear,high,35,medium,poor road,minor,5,0,0,0.1
Delhi,Delhi,28.898725,77.278623,11,Sunday,1,highway,6,0,fog,low,37,medium,distraction,major,2,1,0,0.45
Bangalore,Karnataka,13.021175,77.644514,0,Monday,0,urban,2,1,clear,high,25,medium,overspeeding,minor,1,0,0,0.1
Chandigarh,Punjab,30.768822,76.705865,18,Monday,0,urban,3,0,rain,low,24,high,weather,fatal,3,3,1,1.0
Bangalore,Karnataka,12.907839,77.473613,21,Thursday,0,urban,2,1,clear,high,24,high,poor road,minor,1,0,0,0.3
Delhi,Delhi,28.758297,76.800707,22,Wednesday,0,urban,1,1,clear,high,28,low,overspeeding,minor,3,2,0,0.2
Delhi,Delhi,28.838241,77.054389,21,Wednesday,0,highway,2,1,clear,high,20,high,weather,minor,2,0,0,0.3
Kolkata,West Bengal,22.588806,88.491304,11,Sunday,1,highway,3,0,fog,low,19,high,drunk driving,minor,1,1,0,0.65
Chandigarh,Punjab,30.699366,76.812567,9,Wednesday,0,rural,5,1,clear,high,25,high,weather,major,5,0,1,0.45
Hyderabad,Telangana,17.38785,78.378152,7,Friday,0,urban,2,1,rain,low,34,high,weather,major,3,1,0,0.65
Bangalore,Karnataka,12.890875,77.486442,6,Friday,0,rural,6,0,clear,high,24,medium,overspeeding,fatal,4,4,0,0.3
Hyderabad,Telangana,17.499241,78.587492,6,Saturday,1,urban,2,0,fog,low,16,medium,drunk driving,major,4,2,0,0.45
Bangalore,Karnataka,13.172283,77.650597,20,Tuesday,0,urban,6,1,fog,low,15,low,drunk driving,major,5,2,0,0.45
Pune,Maharashtra,18.405066,73.727652,17,Tuesday,0,rural,1,1,rain,medium,32,high,weather,minor,5,3,1,0.6
Mumbai,Maharashtra,18.887502,72.88621,11,Friday,0,urban,1,1,clear,high,25,medium,poor road,minor,3,3,0,0.1
Chandigarh,Punjab,30.71994,76.837103,11,Wednesday,0,urban,1,0,clear,high,37,medium,distraction,fatal,5,5,0,0.3
Pune,Maharashtra,18.531435,73.804073,7,Friday,0,rural,4,0,rain,low,21,high,poor road,fatal,5,5,0,0.85
Chennai,Tamil Nadu,12.847786,80.220555,0,Tuesday,0,rural,3,0,fog,low,37,low,drunk driving,minor,4,0,0,0.45
Delhi,Delhi,28.795202,77.054923,12,Friday,0,rural,3,1,fog,low,31,medium,weather,major,2,1,0,0.45
Pune,Maharashtra,18.546506,73.78641,6,Wednesday,0,rural,6,1,rain,low,20,medium,drunk driving,minor,5,2,0,0.45
Kolkata,West Bengal,22.405432,88.441955,2,Tuesday,0,urban,6,1,fog,low,33,medium,distraction,major,3,1,0,0.45
Chandigarh,Punjab,30.646558,76.796044,17,Thursday,0,highway,5,1,fog,low,33,high,distraction,major,5,1,1,0.8
Chandigarh,Punjab,30.650992,76.856704,9,Sunday,1,rural,5,0,clear,high,40,low,drunk driving,fatal,3,3,1,0.45
Chennai,Tamil Nadu,12.872384,80.292335,5,Wednesday,0,rural,3,1,fog,low,16,medium,poor road,minor,1,1,0,0.45
Delhi,Delhi,28.436283,76.90002,18,Sunday,1,urban,4,1,fog,low,15,high,weather,minor,5,5,1,0.8
Delhi,Delhi,28.69674,77.285058,19,Sunday,1,urban,1,0,fog,low,15,high,poor road,fatal,5,5,1,1.0
Pune,Maharashtra,18.517232,73.827851,5,Tuesday,0,urban,3,0,rain,low,33,medium,poor road,minor,5,5,0,0.45
Delhi,Delhi,28.85217,77.120744,2,Monday,0,urban,2,0,clear,high,35,low,weather,minor,1,1,0,0.1
Bangalore,Karnataka,13.052641,77.769984,2,Wednesday,0,highway,6,1,rain,low,22,low,poor road,minor,4,2,0,0.45
Chandigarh,Punjab,30.792856,76.867586,18,Tuesday,0,rural,6,0,fog,low,25,high,weather,major,1,0,1,0.8
Kolkata,West Bengal,22.541206,88.365567,17,Wednesday,0,urban,4,0,clear,high,29,low,overspeeding,minor,5,0,1,0.25
Delhi,Delhi,28.777602,77.039135,23,Wednesday,0,highway,3,0,fog,low,25,medium,distraction,fatal,3,3,0,0.65
Chandigarh,Punjab,30.673967,76.813233,2,Friday,0,rural,3,0,fog,low,32,medium,weather,major,1,0,0,0.45
Delhi,Delhi,28.429222,77.169592,22,Wednesday,0,highway,2,1,fog,low,40,medium,distraction,minor,5,5,0,0.45
Bangalore,Karnataka,12.817914,77.476257,19,Saturday,1,rural,6,1,rain,medium,18,high,overspeeding,major,2,1,1,0.6
Bangalore,Karnataka,12.819234,77.436969,4,Tuesday,0,rural,5,0,rain,low,23,low,distraction,minor,4,3,0,0.45
Mumbai,Maharashtra,19.136819,72.927139,2,Thursday,0,highway,3,1,fog,low,25,low,overspeeding,minor,5,0,0,0.45
Hyderabad,Telangana,17.532277,78.260183,8,Thursday,0,rural,5,1,rain,low,30,medium,weather,major,3,1,1,0.6
Chandigarh,Punjab,30.627019,76.726557,17,Sunday,1,rural,5,1,clear,high,28,high,poor road,minor,2,0,1,0.45
Delhi,Delhi,28.859105,76.817927,21,Thursday,0,rural,6,0,clear,high,17,medium,poor road,minor,4,3,0,0.1
Kolkata,West Bengal,22.552471,88.441635,21,Monday,0,highway,1,0,fog,low,33,low,poor road,major,1,1,0,0.45
Hyderabad,Telangana,17.573169,78.201215,13,Friday,0,rural,5,0,fog,low,39,low,drunk driving,major,1,0,0,0.45
Delhi,Delhi,28.742266,77.004717,14,Saturday,1,highway,4,1,fog,low,27,medium,drunk driving,major,4,1,0,0.45
Mumbai,Maharashtra,19.220649,72.918788,15,Thursday,0,urban,1,1,rain,low,15,high,weather,minor,5,2,0,0.65
Chennai,Tamil Nadu,13.100182,80.284169,13,Monday,0,highway,2,1,clear,high,40,high,overspeeding,minor,2,0,0,0.3
Kolkata,West Bengal,22.461725,88.447912,2,Friday,0,rural,3,1,rain,medium,18,low,weather,major,5,3,0,0.25
Hyderabad,Telangana,17.35051,78.490735,20,Wednesday,0,urban,6,1,rain,medium,39,high,overspeeding,minor,3,2,0,0.45
